CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,PURCHASES_FREQUENCY,PURCHASES_TRX
C10670,1759.969888,1,5969.33,1,92
C10671,1482.235539,1,14604.87,1,219
C10672,6014.806806,1,433.63,0.25,5
C10673,5619.157028,1,2790.76,1,36
C10674,365.12275,1,571.32,0.5,3
C10675,1728.079372,1,0,0,0
C10676,1043.249828,1,281.25,1,9
C10677,2571.925816,1,1701.9,1,55
C10678,7760.5254,1,14332.92,1,152
C10679,61.644247,0.363636,490.6,0.272727,3
C10680,0,0,0,0,0
C10681,1724.2041,1,8371.19,1,87
C10682,558.989996,0.818182,4552.44,0.75,15
C10683,15.728894,0.272727,202,0.166667,2
C10684,3808.073463,0.909091,6030.34,1,104
C10685,28.394518,0.181818,379.3,0.166667,6
C10686,2515.968879,1,1877.24,0.166667,29
C10688,408.069031,1,3660.97,1,33
C10689,975.165854,1,2281.56,0.916667,29
C10690,879.190921,1,45.65,0.083333,1
C10691,2331.38017,1,1919.66,0.916667,34
C10692,27.20711,0.818182,685.08,0.583333,24
C10693,1418.254924,1,362.13,1,19
C10694,1.979916,0.125,80,0.125,1
C10695,331.586253,1,3703.36,1,54
C10696,10359.45471,1,12650,0.25,10
C10697,2144.477682,1,228.35,0.333333,7
C10698,2927.082849,0.9,0,0,0
C10699,654.747715,1,1969.24,0.916667,30
C10700,1162.770552,1,533.36,0.666667,8
C10701,4094.433899,1,0,0,0
C10702,278.142977,1,1901.94,1,34
C10703,5941.847384,1,0,0,0
C10704,983.339069,1,5601.54,1,182
C10705,820.05973,1,162.56,0.5,6
C10706,7025.757291,1,66.32,0.083333,1
C10707,1.411754,0.2,19.9,0.2,2
C10708,5656.069801,1,362.36,0.25,2
C10709,2705.591995,1,818.02,1,14
C10710,235.294264,1,1286.2,1,24
C10711,3472.806962,1,1800,1,12
C10712,2892.138807,1,0,0,0
C10713,145.973232,0.818182,1131.08,0.583333,25
C10714,1943.792266,1,83.35,0.142857,1
C10715,2119.537904,1,342.07,0.583333,11
C10716,233.395491,0.818182,2025,0.75,21
C10717,318.186198,1,3548.64,1,51
C10718,448.190189,1,1687.29,0.5,8
C10719,908.354652,1,231.35,1,7
C10720,546.844163,1,2427.26,1,30
C10721,763.327047,1,579.28,0.5,13
C10722,1495.801569,1,420.03,1,16
C10723,7006.751866,1,328.92,0.166667,2
C10724,4414.952906,1,419.64,1,12
C10725,255.052529,1,3267.03,1,101
C10726,1167.045536,1,294.13,0.916667,12
C10727,3063.017462,1,0,0,0
C10728,1546.216153,0.833333,0,0,0
C10729,999.392635,1,0,0,0
C10730,3386.99251,1,171.92,0.416667,5
C10731,963.572006,1,2210.97,1,50
C10732,454.580913,1,1229.57,0.416667,16
C10733,2572.508325,1,64,0.083333,1
C10734,2596.59993,1,0,0,0
C10735,13763.47358,1,9670.84,1,88
C10736,1861.026633,1,7446.18,1,82
C10737,5422.456378,1,0,0,0
C10738,838.616485,1,375.57,0.25,3
C10739,446.735142,1,5228.36,1,71
C10740,88.823762,1,291.65,0.75,10
C10741,821.916526,0.857143,1386.4,0.285714,3
C10742,3714.539663,1,1307.16,1,24
C10743,7811.234174,1,0,0,0
C10744,1024.761905,1,77.99,0.166667,2
C10745,2386.932058,1,861.79,0.333333,7
C10746,15.492415,1,65,0.083333,1
C10747,2643.876192,0.818182,798.34,0.5,19
C10748,4881.822347,1,0,0,0
C10749,1855.212121,1,32.22,0.083333,1
C10750,13774.74154,1,404.24,0.25,3
C10751,251.151609,0.363636,0,0,0
C10752,1355.180523,0.909091,8820.67,0.75,37
C10753,6713.551391,1,7590.08,0.666667,81
C10754,2398.26262,1,0,0,0
C10755,1433.857464,1,1613.74,1,37
C10756,142.406825,1,1214.74,1,48
C10757,660.397749,1,776.89,0.166667,2
C10758,4834.586867,1,0,0,0
C10759,2571.284657,1,0,0,0
C10760,492.916599,1,4371.82,1,97
C10761,2752.146656,1,1648.53,1,46
C10762,7715.659048,1,0,0,0
C10763,0.25571,0.090909,24,0.166667,2
C10764,95.865855,0.363636,1123.58,0.083333,9
C10765,1439.343061,0.909091,571.91,0.25,5
C10766,5603.045332,1,0,0,0
C10767,1.691842,1,0,0,0
C10768,83.279345,1,1080.11,1,23
C10769,1157.168369,1,0,0,0
C10770,1560.533094,0.777778,749.57,0.666667,7
C10771,1575.508838,0.875,0,0,0
C10772,1544.979869,1,880.19,1,46
C10773,1350.286625,1,642.33,0.5,12
C10774,1261.488342,1,890.2,0.5,9
C10775,1274.851959,1,1798.24,1,17
C10776,1646.715644,1,2720.68,1,49
C10777,3121.267822,0.888889,4139.56,0.333333,8
C10779,3406.473855,1,1140,0.5,6
C10780,4006.206157,1,169.28,0.583333,7
C10781,915.424422,0.857143,0,0,0
C10782,4193.283047,1,183.7,0.25,4
C10783,10397.09989,1,0,0,0
C10784,2830.364475,1,1412.76,1,25
C10785,5499.895765,1,0,0,0
C10786,815.427615,1,1936.01,0.916667,27
C10787,756.041971,0.875,2486.1,0.875,33
C10788,5271.415483,1,0,0,0
C10789,23.276656,0.636364,796.56,1,13
C10790,5639.464394,1,717.18,0.416667,7
C10791,5308.90635,1,0,0,0
C10792,62.209376,0.090909,782.88,0.083333,2
C10793,2052.32561,1,0,0,0
C10794,56.720267,0.818182,260,0.083333,1
C10795,1121.068043,1,0,0,0
C10796,9470.18498,1,49.19,0.416667,5
C10797,2388.503738,1,4021.29,1,44
C10798,1955.179305,1,503.45,0.083333,1
C10799,432.915949,1,4430.17,1,78
C10800,2027.896903,1,933.5,0.083333,1
C10801,1252.58309,1,1163.93,0.833333,22
C10803,1822.43199,1,177.23,0.083333,3
C10804,1557.750089,1,283.6,0.25,2
C10805,3879.064446,1,9796.28,1,45
C10806,708.509086,1,2109.61,1,19
C10807,2748.60877,1,0,0,0
C10808,4343.537475,1,1326.3,1,23
C10809,8646.143734,1,0,0,0
C10810,90.445498,0.454545,0,0,0
C10811,9164.724752,1,3407.69,1,77
C10812,298.592251,1,1804.09,0.916667,27
C10813,88.242406,0.636364,758.31,0.583333,7
C10814,14.731998,0.818182,121.5,0.818182,9
C10815,5211.229218,1,0,0,0
C10816,835.007085,0.75,90.39,0.125,1
C10817,2302.479845,1,0,0,0
C10818,1782.997768,0.909091,0,0,0
C10819,2435.823938,1,749.3,0.583333,8
C10820,10.096031,1,184.92,1,12
C10821,1524.409377,1,70,0.166667,2
C10822,1819.529197,1,219.26,0.25,5
C10823,4.607593,0.181818,44.55,0.083333,1
C10824,644.530629,1,268.68,1,12
C10825,147.180819,0.636364,0,0,0
C10826,197.555397,1,1876.8,1,12
C10827,1716.622291,1,455.76,1,13
C10828,26.680023,0.545455,520.5,0.5,15
C10829,5359.980872,1,0,0,0
C10830,772.54691,1,8519.02,1,117
C10831,83.477053,0.181818,0,0,0
C10832,2654.816967,1,0,0,0
C10833,81.762162,0.909091,777.04,0.833333,20
C10834,1373.277423,0.818182,0,0,0
C10835,1773.445786,1,4504.25,0.5,37
C10836,227.07351,1,2370.01,1,35
C10837,155.924331,0.818182,517.14,0.416667,7
C10838,4767.644535,1,806,1,25
C10839,2574.852985,1,578.66,1,12
C10840,3405.005439,1,8.4,1,12
C10841,3517.561446,1,173.69,0.166667,2
C10843,1748.546186,1,74.98,0.166667,2
C10844,4.503251,0.181818,60.24,0.166667,2
C10845,2717.915641,1,1500,0.083333,2
C10846,1841.359829,1,2280.58,1,20
C10847,1399.729932,1,0,0,0
C10848,674.817091,1,1152.83,1,21
C10849,2406.569238,1,0,0,0
C10850,285.308422,0.181818,0,0,0
C10852,1011.110679,1,186.11,0.333333,5
C10853,1358.890643,1,89.9,0.333333,4
C10854,1392.773202,1,221.61,0.666667,8
C10855,487.584965,0.727273,4768.27,0.727273,27
C10856,1892.439622,1,86.7,0.166667,2
C10857,3957.419199,1,1162.63,0.5,14
C10858,920.968431,1,977.38,0.833333,18
C10859,227.781773,1,1497.82,1,31
C10860,4270.148411,0.888889,363,0.111111,2
C10861,4115.739163,1,0,0,0
C10862,1375.845223,1,0,0,0
C10863,1300.593766,1,0,0,0
C10864,1437.895562,1,350,0.166667,2
C10865,1304.357015,1,1488.8,0.833333,21
C10866,1372.725482,1,992.25,0.833333,18
C10867,938.177781,1,1288.42,0.916667,23
C10868,129.3741,1,1102.72,1,15
C10869,161.198861,1,536.68,1,13
C10870,825.977042,1,0,0,0
C10871,230.359954,1,2163.12,1,23
C10872,3616.993845,0.888889,0,0,0
C10873,8220.740014,1,5197.22,1,15
C10874,4438.521324,1,591.84,0.636364,11
C10875,2210.404961,1,1790.64,1,52
C10876,2315.003636,1,0,0,0
C10877,1255.779743,1,385,0.166667,2
C10878,62.596086,1,475,1,12
C10879,5280.649637,1,0,0,0
C10880,170.907823,0.909091,1366.3,0.5,11
C10881,1271.212003,0.909091,76.94,0.181818,2
C10882,11083.32542,1,2126.7,0.5,10
C10883,992.599867,1,100,0.083333,1
C10884,10131.00055,1,0,0,0
C10885,4419.30294,1,12551.95,1,122
C10886,2173.621597,1,200,0.083333,1
C10887,9901.685569,1,2190.95,1,43
C10888,2320.309453,1,2896.05,1,90
C10889,910.072514,1,18.05,0.083333,1
C10890,1374.460976,1,1990.81,1,31
C10891,0,0,199.88,0.75,14
C10892,268.493643,1,4917.48,1,31
C10893,1827.200326,1,1325.27,0.75,21
C10894,1029.66874,1,1448.59,0.666667,18
C10895,993.533549,1,851.68,0.833333,12
C10896,3150.679884,1,0,0,0
C10897,11654.55492,1,463,0.583333,7
C10898,1254.970145,1,769.34,0.166667,3
C10899,2174.018945,1,377.1,0.333333,5
C10900,1076.029456,1,0,0,0
C10901,1444.365154,0.727273,780.14,0.416667,5
C10902,2767.545277,1,3480.24,1,60
C10903,1382.310939,1,0,0,0
C10904,716.017731,1,0,0,0
C10905,1890.397414,1,2493.67,1,26
C10906,1948.434315,1,324.3,0.166667,4
C10907,44.910575,1,444.96,1,12
C10908,802.274379,0.636364,150,0.25,3
C10909,6059.861762,1,250.32,0.083333,1
C10910,847.013195,0.833333,0,0,0
C10911,1843.308668,1,89.66,0.2,5
C10912,21.681508,1,299.04,1,12
C10913,3558.685862,1,1036.19,0.25,6
C10914,14581.45914,1,0,0,0
C10915,902.099225,0.818182,5080.85,0.416667,12
C10916,1081.065726,1,554.85,0.5,20
C10917,9255.143419,1,5153.28,1,105
C10918,228.909884,1,2617.85,1,35
C10919,1486.051056,1,716.98,1,17
C10920,337.317432,1,4193.91,1,27
C10921,2643.39225,1,965.84,1,33
C10922,4007.029155,1,7597.09,1,22
C10923,128.375213,0.727273,0,0,0
C10924,2903.779416,1,360.3,0.416667,7
C10925,233.694622,1,1772.55,1,29
C10926,150.52492,1,1850.31,1,41
C10927,3066.86081,1,84.65,0.75,9
C10928,11.35774,0.555556,223.5,0.333333,4
C10929,6366.085376,0.818182,407.86,0.083333,5
C10930,53.339006,1,315.48,1,12
C10931,1917.203534,1,0,0,0
C10932,361.588846,1,312.69,0.25,5
C10933,5878.663267,1,1230.08,1,13
C10934,7143.680599,1,0,0,0
C10935,559.944819,0.818182,0,0,0
C10936,79.625341,1,701.44,1,13
C10937,1701.20332,1,302,0.5,6
C10939,993.662006,1,348.88,0.333333,4
C10940,939.152528,1,3393.25,0.25,5
C10941,7427.807223,1,205.89,0.416667,12
C10942,2746.923673,1,0,0,0
C10943,24.820164,0.727273,209,0.5,6
C10944,31.702357,0.181818,1051.52,1,16
C10945,1023.323593,1,253.37,0.916667,16
C10946,2.957267,0.272727,202.72,0.833333,10
C10947,1068.434064,1,27,0.083333,1
C10949,6725.109914,1,6335.65,1,108
C10950,515.135703,1,2457.48,1,69
C10951,0.867528,0.272727,26.62,0.333333,4
C10952,542.051302,1,4896.9,1,64
C10953,39.798993,0.454545,20.09,0.333333,5
C10954,1894.11023,1,678,1,12
C10955,5980.58247,1,0,0,0
C10956,176.721561,1,1707.26,0.916667,18
C10957,4223.832142,1,0,0,0
C10958,55.741802,0.818182,963.35,0.75,11
C10959,179.290727,1,2540.9,0.916667,30
C10960,634.825209,1,1478.36,0.5,12
C10961,6002.618198,1,0,0,0
C10962,1104.960744,1,45.65,0.083333,1
C10963,851.278168,0.727273,0,0,0
C10965,914.222213,1,563.39,0.916667,40
C10966,3122.171879,1,974.3,0.75,21
C10967,645.528692,1,0,0,0
C10968,1803.898764,1,562.01,1,19
C10969,330.273411,1,53.8,0.25,6
C10970,1168.040482,0.909091,1113.1,0.833333,26
C10971,4593.577983,1,0,0,0
C10972,391.179957,0.909091,7363.38,0.833333,42
C10973,12358.32132,1,421.15,0.583333,7
C10974,95.645669,0.272727,566.43,0.166667,3
C10975,2072.457624,1,17409.21,1,175
C10976,3215.307061,1,0,0,0
C10977,2437.750644,0.9,1177.64,0.5,29
C10978,460.432607,1,1009.44,0.916667,25
C10979,1895.695148,1,200,0.083333,3
C10980,51.161976,0.25,736.72,0.5,5
C10981,40.332553,0.545455,158.37,0.083333,1
C10982,1.355556,0.727273,0.01,0.083333,1
C10983,1462.280124,1,516,1,12
C10984,337.629461,1,251.44,1,12
C10985,1518.813947,1,2110.98,0.9,20
C10986,1538.569369,1,3852.37,1,35
C10987,1084.291919,1,270,0.25,3
C10988,3908.10498,1,1238.12,0.666667,13
C10989,16.553858,0.272727,308.16,0.25,3
C10990,243.010712,0.363636,0,0,0
C10991,463.07144,1,1817.84,0.333333,4
C10992,192.037218,0.909091,1000,0.083333,1
C10993,1493.440295,1,0,0,0
C10994,853.34928,0.8,3209.14,0.7,28
C10995,1295.446588,1,886.37,0.333333,7
C10996,4890.470857,0.909091,0,0,0
C10997,1905.101343,1,455.72,1,22
C10998,69.016286,0.909091,749.9,0.909091,10
C10999,2872.838687,1,555,0.666667,12
C11000,2437.73951,1,1093.93,1,15
C11001,160.816558,1,1755.76,1,20
C11002,2802.369018,1,829.15,0.416667,5
C11003,4618.091584,1,541.68,0.166667,2
C11004,3108.393701,0.9,26582.34,0.9,55
C11005,3946.421177,1,1508.54,1,16
C11006,560.414016,1,99,0.083333,1
C11007,2001.030926,1,1534.98,1,32
C11008,1216.893766,1,76.3,0.166667,3
C11009,343.966223,1,3927.12,1,34
C11010,887.679317,1,1486.31,1,39
C11011,5573.146558,1,435.14,1,14
C11012,31.490163,0.636364,280.35,0.166667,3
C11013,1464.19148,1,367.94,0.583333,9
C11014,114.38833,1,182,0.333333,4
C11015,1355.312146,0.818182,1682.06,1,15
C11016,357.62718,1,3070.45,0.916667,20
C11017,1368.288512,1,34,0.083333,1
C11018,2870.08219,0.909091,490.21,0.272727,3
C11019,2797.233197,1,2197.21,1,31
C11020,1055.53207,1,170,0.25,3
C11021,3421.5478,1,36,0.083333,1
C11022,165.700863,1,1806.97,1,28
C11023,5317.783607,1,0,0,0
C11024,1532.278572,1,2612.1,0.916667,135
C11025,1506.516549,1,1188.78,1,91
C11026,195.804466,0.909091,0,0,0
C11027,2845.16043,0.727273,735.09,0.666667,8
C11028,1268.352178,1,1533.28,1,20
C11029,1250.394614,0.909091,443.99,0.272727,3
C11030,9.503968,1,96.62,1,19
C11031,2285.068731,1,0,0,0
C11032,2928.756699,1,160.92,1,12
C11033,1460.178578,1,937.96,1,40
C11034,2022.469335,1,22.5,0.416667,5
C11035,1651.127455,1,720.18,0.583333,7
C11036,76.483078,0.727273,69,0.083333,1
C11038,3766.072756,1,64.82,0.25,3
C11039,1083.07662,1,0,0,0
C11040,250.123525,0.909091,2655.99,0.916667,21
C11041,41.146561,1,825,1,12
C11042,3340.233396,1,1783.57,0.833333,22
C11043,97.649883,0.454545,1092.59,1,26
C11044,253.143106,0.142857,0,0,0
C11045,1239.889457,1,3914.15,0.583333,12
C11046,3846.498183,1,788.54,0.545455,8
C11047,12373.33348,1,830.15,0.75,14
C11048,1958.327414,1,0,0,0
C11049,411.727643,0.909091,1037.82,0.5,12
C11050,1548.76729,1,723.65,1,24
C11051,2128.151695,1,0,0,0
C11052,1046.785259,0.555556,0,0,0
C11053,640.595851,1,2496.57,0.5,14
C11054,270.096134,0.818182,3061.26,0.666667,20
C11055,1583.622027,1,45.65,0.090909,1
C11056,380.384776,0.545455,1188,0.083333,2
C11057,445.409094,1,307.11,0.833333,12
C11058,117.949494,1,1368.88,1,15
C11059,2608.143732,1,207.68,0.083333,1
C11060,48.521324,1,514.97,1,16
C11061,1076.571029,1,45.65,0.083333,1
C11062,2294.145941,1,29.29,0.083333,1
C11063,25.570988,0.454545,45.65,0.083333,1
C11064,5049.442457,1,0,0,0
C11065,5516.201451,1,0,0,0
C11066,300.782119,0.909091,2590.95,0.75,18
C11067,1133.090254,1,85.92,0.583333,7
C11068,5842.231445,1,452.59,0.916667,22
C11069,7.980453,0.272727,0,0,0
C11070,4677.242936,1,125,0.583333,10
C11071,1095.27596,1,119,0.083333,1
C11072,6432.685892,1,0,0,0
C11073,328.242971,1,1555.66,1,26
C11074,448.788728,1,32.38,0.083333,1
C11075,209.178326,0.5,34,0.5,3
C11076,1463.302373,0.272727,0,0,0
C11077,7024.269179,1,130.4,0.333333,4
C11078,68.690623,1,734.37,1,30
C11079,1268.144319,1,0,0,0
C11080,28.329892,1,292.59,1,12
C11081,140.349336,0.363636,1042.52,0.083333,1
C11082,1838.106824,1,2682.25,1,16
C11083,1688.534078,1,280,0.166667,3
C11084,1048.067171,1,0,0,0
C11085,4862.641586,1,1302.37,0.5,9
C11086,554.289791,1,90,0.083333,1
C11087,65.645186,0.545455,735.69,0.5,16
C11088,1389.598597,1,6058.03,1,52
C11089,230.161419,0.888889,750.05,0.666667,7
C11090,56.536572,1,499.92,1,12
C11091,39.37618,1,256.5,0.75,9
C11092,52.0899,0.727273,230.15,1,12
C11093,224.937583,1,1956.8,1,31
C11094,8823.284205,1,3719,1,61
C11095,1005.332554,1,0,0,0
C11096,160.852061,0.888889,4704.98,0.888889,45
C11097,1594.527848,1,60,1,12
C11098,5961.863054,1,320.08,1,13
C11099,864.975705,1,66.7,0.083333,1
C11100,2683.746154,1,130,0.083333,1
C11101,6.914784,0.454545,71.4,0.166667,2
C11102,1747.11949,1,285.45,0.333333,10
C11103,4069.525304,1,259.84,0.166667,4
C11104,601.369472,1,35.8,0.083333,1
C11105,1050.92679,1,150,0.5,6
C11106,62.635576,1,611.31,1,37
C11107,814.269404,0.875,0,0,0
C11108,1026.874467,0.909091,153.96,0.083333,2
C11109,42.125651,0.636364,453.89,0.25,3
C11110,367.596554,0.363636,0,0,0
C11111,3409.130731,1,0,0,0
C11112,15.216647,0.272727,133,0.166667,2
C11113,206.305547,1,1594,0.333333,10
C11114,3892.22326,1,929.99,1,65
C11115,39.274052,0.545455,431.49,0.333333,7
C11116,413.987831,1,985.79,0.5,16
C11117,1549.600093,1,0,0,0
C11118,8.640998,0.363636,0,0,0
C11119,85.79793,1,931.98,1,23
C11120,48.157955,0.363636,648.24,0.333333,6
C11121,4184.915498,1,0,0,0
C11122,4046.574741,1,1757.44,1,68
C11123,1522.831212,1,0,0,0
C11124,2016.049201,1,1372.57,0.75,16
C11125,72.251911,0.727273,665.5,0.416667,12
C11126,5336.743176,1,680.97,0.583333,10
C11128,7.527502,0.545455,65.75,0.416667,5
C11129,1262.88817,1,313.02,0.583333,13
C11130,1850.509525,1,0,0,0
C11131,3019.820556,1,1158.28,0.75,19
C11132,1382.240511,1,113.03,0.583333,12
C11133,6.338717,0.090909,171,0.166667,2
C11134,3676.070324,1,2255.1,1,27
C11135,451.076499,0.818182,32.25,0.083333,1
C11136,5858.94756,1,896.18,0.166667,5
C11137,35.578362,0.909091,464.51,0.833333,10
C11138,153.162696,1,1198.2,1,12
C11139,3140.698358,1,1961.78,1,24
C11140,2239.937878,1,90,0.090909,1
C11141,510.233775,1,436.74,0.333333,5
C11142,683.971012,0.909091,294,0.5,7
C11143,703.053063,1,335.99,0.583333,7
C11145,3508.560867,1,0,0,0
C11146,8115.039014,1,383.42,0.5,7
C11148,4294.953211,1,0,0,0
C11149,256.433357,1,206.35,0.75,9
C11150,297.985886,1,116.18,0.416667,5
C11151,1386.020611,1,0,0,0
C11152,5311.877259,1,299.94,0.75,15
C11153,417.878821,1,364,0.083333,4
C11154,94.241684,0.666667,1019.34,0.666667,7
C11155,0.48805,0.9,121,0.2,2
C11156,293.029263,0.818182,3094.97,0.75,12
C11157,857.843162,1,0,0,0
C11158,4688.103434,1,0,0,0
C11159,1373.174839,1,215,0.25,10
C11161,2730.843802,1,2900,0.125,1
C11162,661.423035,0.636364,1109.53,0.416667,6
C11163,749.127741,1,80.3,0.166667,3
C11164,2391.843543,1,3279.57,1,119
C11165,677.188172,0.909091,3777.59,0.818182,28
C11166,26.787185,0.272727,114,0.083333,1
C11167,20.962217,1,290.36,0.916667,12
C11169,952.51575,1,129.95,0.083333,2
C11170,6090.522273,1,22.16,0.083333,1
C11171,0,0,12.65,0.083333,1
C11172,987.584177,1,0,0,0
C11173,51.422178,0.636364,0,0,0
C11174,2136.082193,1,0,0,0
C11175,3551.355769,1,1283.65,0.833333,17
C11176,1306.436456,1,0,0,0
C11177,710.199118,1,3442.08,1,63
C11178,2847.608209,1,1399.05,0.75,10
C11179,1596.02939,1,466.18,0.727273,15
C11180,4461.155061,1,190,0.090909,1
C11181,2861.137399,1,0,0,0
C11182,1180.758966,1,1274.54,0.833333,21
C11184,4613.570499,1,0,0,0
C11185,126.121035,0.454545,590,0.083333,1
C11186,7638.382236,1,0,0,0
C11187,1931.821799,1,120,0.083333,1
C11188,5538.646971,1,460.57,0.333333,6
C11189,1818.441161,1,904.3,1,54
C11190,4550.717687,1,2094.99,1,23
C11192,741.294747,1,7096.36,1,84
C11193,802.618739,1,2860.32,0.666667,28
C11195,645.299519,1,1310.84,0.8,12
C11196,42.366061,0.818182,463.32,0.75,9
C11197,2127.069602,1,743.38,0.166667,18
C11198,34.207779,0.090909,2483.26,0.083333,1
C11199,76.059828,1,927.1,1,12
C11200,25.659372,0.181818,951.1,0.166667,2
C11201,269.309231,1,280.25,0.916667,19
C11202,230.823876,1,1842.33,0.916667,12
C11203,6.903243,0.727273,145.01,0.75,9
C11204,537.002861,1,2275.97,0.583333,31
C11205,3222.221884,1,356.4,0.166667,5
C11206,7370.257624,1,0,0,0
C11207,20.889413,0.636364,244.2,0.333333,4
C11208,74.568421,0.454545,600,0.333333,5
C11209,1.059103,0.181818,25.5,0.083333,1
C11210,1109.366186,1,348.78,0.714286,9
C11211,1114.122532,1,348.47,0.583333,9
C11212,348.965773,1,1019.4,1,25
C11213,949.259857,1,0,0,0
C11214,6306.501319,1,205.03,0.3,3
C11215,1393.527992,0.818182,0,0,0
C11216,364.140613,1,1462.38,0.333333,5
C11217,72.706076,0.272727,508.56,0.083333,2
C11219,1688.521097,0.909091,0,0,0
C11220,229.913693,1,2406.77,1,35
C11221,123.791796,0.727273,1202.5,0.666667,41
C11222,1786.707643,1,0,0,0
C11223,971.681565,1,133.31,0.583333,1
C11224,3959.912911,1,0,0,0
C11225,1771.028068,0.909091,360,0.090909,1
C11226,543.350448,0.545455,0,0,0
C11227,189.969435,1,2071.55,1,19
C11228,214.610294,1,496,1,12
C11229,4.620029,1,59.67,0.916667,11
C11230,32.779456,1,212.58,0.5,8
C11231,2191.369256,1,1197.2,0.666667,13
C11232,6.824905,0.090909,0,0,0
C11233,23.150437,0.090909,0,0,0
C11234,1893.611922,1,22746.81,1,140
C11235,230.936733,0.5,0,0,0
C11236,42.585012,1,534.26,0.333333,6
C11237,1060.385693,1,5327.61,0.833333,53
C11238,867.728471,1,41.07,0.25,3
C11239,8884.816576,1,1233.58,0.416667,7
C11240,77.273142,0.818182,963.61,0.833333,14
C11241,915.981419,0.909091,2037.24,0.833333,22
C11242,177.355165,0.909091,1179.3,0.75,13
C11243,653.004882,0.818182,2035.29,0.75,29
C11244,3322.31489,1,676,0.5,9
C11245,49.022296,1,480.27,1,37
C11246,5022.775729,1,2117.05,0.833333,19
C11247,2.451938,0.090909,37.75,0.083333,1
C11248,39.977967,0.3,432.05,0.2,3
C11249,247.063258,1,1448.74,1,23
C11250,1327.775159,1,534.93,1,38
C11251,2372.842569,1,218,0.333333,4
C11252,2705.149599,1,328.61,0.333333,6
C11253,92.782518,0.2,921.82,0.1,1
C11254,4.398104,0.181818,76,0.083333,1
C11255,9387.614011,1,0,0,0
C11256,156.536773,1,1903.66,0.833333,35
C11257,233.393741,1,2346.94,0.916667,39
C11258,3597.728209,1,1043,0.583333,7
C11259,2.549291,0.181818,322.98,0.166667,3
C11260,5630.793848,1,2743.66,0.75,23
C11261,1592.168416,1,0,0,0
C11262,599.044829,1,6528.65,1,113
C11263,5.801666,0.272727,88.97,0.166667,2
C11264,31.876386,0.909091,311.05,0.916667,11
C11265,41.620283,1,689.4,1,12
C11266,408.732898,0.272727,0,0,0
C11267,5.260527,0.272727,263.16,0.416667,7
C11268,238.184435,0.75,2068.15,0.875,7
C11269,3437.033859,1,1858.7,0.583333,18
C11270,341.467517,1,3446.96,1,46
C11271,2500.029691,1,1103.5,0.333333,8
C11272,1.019189,0.090909,87.02,0.083333,1
C11273,6477.2996,1,0,0,0
C11274,1037.653522,1,584.4,1,12
C11275,1134.726574,1,0,0,0
C11276,1564.180333,1,942.22,1,36
C11277,55.58459,0.818182,395.05,0.416667,6
C11278,61.109731,1,438.8,1,10
C11279,5.340221,0.454545,35.97,0.083333,1
