index,area_type,availability,size,total_sqft,bath,balcony,price
999,Super built-up  Area,1,5,2112.95,4,2,145
1001,Super built-up  Area,0,5,1810,3,2,100
1006,Built-up  Area,0,5,1400,2,1,40.43
1007,Super built-up  Area,1,5,1485,2,2,67
1009,Super built-up  Area,1,3,1025,2,1,44.5
1013,Super built-up  Area,1,7,2268,3,2,163
1014,Super built-up  Area,0,5,1100,3,2,53
1015,Super built-up  Area,1,3,1141,2,0,62
1016,Built-up  Area,1,1,400,1,1,12
1023,Super built-up  Area,1,5,1843,3,2,95.84
1026,Super built-up  Area,1,5,1530,2,2,74.5
1029,Super built-up  Area,1,3,1246,2,1,64.5
1030,Super built-up  Area,0,1,711,1,1,38
1031,Super built-up  Area,1,3,1194,2,2,46
1032,Super built-up  Area,1,5,1358,2,1,43.4
1034,Super built-up  Area,1,3,1420,2,2,75
1037,Super built-up  Area,1,3,1209,2,1,50
1040,Super built-up  Area,1,5,1315,2,1,54.8
1043,Super built-up  Area,1,5,1600,2,2,65
1045,Super built-up  Area,1,5,1563,3,2,52
1046,Super built-up  Area,1,5,1560,2,2,72
1050,Super built-up  Area,1,5,3235,3,1,235
1052,Super built-up  Area,1,3,1140,2,2,46
1055,Super built-up  Area,1,3,1100,2,2,70
1057,Super built-up  Area,0,3,1036,2,1,50
1058,Built-up  Area,1,5,1662,3,3,85.1
1059,Super built-up  Area,1,5,1464,2,3,105
1060,Super built-up  Area,1,3,1234,2,2,80
1061,Super built-up  Area,1,5,1403,3,1,55
1065,Built-up  Area,1,7,3900,4,2,410
1071,Built-up  Area,1,3,1405,2,2,70
1073,Super built-up  Area,0,7,2805,4,3,154
1074,Super built-up  Area,1,3,1161,2,2,64.08
1075,Super built-up  Area,0,3,1290,2,3,74
1076,Super built-up  Area,1,5,2557,3,2,141
1077,Built-up  Area,1,5,1480,3,2,90
1079,Super built-up  Area,0,5,1350,3,0,54.54
1080,Super built-up  Area,1,5,1580,2,2,65
1083,Super built-up  Area,0,3,1346,2,1,61.92
1088,Super built-up  Area,1,3,1200,2,2,35
1089,Built-up  Area,1,5,1340,2,2,48.33
1091,Super built-up  Area,1,3,918,2,2,48
1092,Plot  Area,1,4,1500,3,2,115
1093,Super built-up  Area,1,3,1315,2,2,85
1096,Super built-up  Area,1,5,1330,2,1,56
1098,Super built-up  Area,0,5,1824,3,3,125
1099,Super built-up  Area,1,5,1420,2,2,96
1101,Super built-up  Area,1,5,1260,2,1,60
1102,Super built-up  Area,0,5,1561,3,2,95
1106,Super built-up  Area,0,3,1225,2,1,67.38
1107,Super built-up  Area,1,5,2144,3,2,135
1109,Super built-up  Area,1,3,880,2,2,29
1110,Super built-up  Area,0,5,1639,3,2,110
1111,Built-up  Area,1,5,1240,2,1,62
1113,Super built-up  Area,1,3,1243,2,1,46
1116,Super built-up  Area,1,5,1082,2,1,56
1118,Super built-up  Area,1,5,1665,3,2,86.58
1119,Super built-up  Area,0,3,1265,2,0,56.93
1120,Super built-up  Area,0,5,1691,2,2,102
1121,Super built-up  Area,1,3,1100,2,1,38
1124,Built-up  Area,1,7,3205,5,1,380
1126,Super built-up  Area,1,3,1115,2,2,50
1127,Super built-up  Area,1,3,1070,2,1,45
1128,Super built-up  Area,1,3,1128,2,2,105
1129,Super built-up  Area,1,3,1162,2,1,57
1130,Super built-up  Area,1,3,1339,2,2,55
1131,Super built-up  Area,1,3,1192,2,2,75
1132,Super built-up  Area,1,5,1920,3,1,115
1133,Super built-up  Area,1,3,1255,2,1,52.32
1134,Super built-up  Area,0,3,1357,2,1,115
1136,Super built-up  Area,1,3,1225,2,2,55.11
1137,Plot  Area,1,6,2400,4,3,200
1139,Super built-up  Area,1,3,1093,2,2,70
1140,Built-up  Area,1,5,1865,3,3,145
1142,Super built-up  Area,1,3,1039,2,2,80
1143,Super built-up  Area,1,3,1246,2,1,64.5
1144,Super built-up  Area,1,5,1985,3,2,75
1145,Super built-up  Area,1,5,1590,3,3,49
1146,Plot  Area,1,6,4000,4,2,675
1147,Super built-up  Area,1,3,775,2,2,38
1148,Super built-up  Area,1,3,1000,2,1,50
1149,Super built-up  Area,1,5,1800,3,2,175
1150,Super built-up  Area,0,3,1035,2,1,41
1151,Super built-up  Area,1,5,1520,2,1,75
1152,Super built-up  Area,1,3,1360,2,1,95
1153,Plot  Area,1,6,6000,5,3,400
1154,Super built-up  Area,1,3,1117,2,2,56
1155,Plot  Area,1,6,1200,4,3,120
1156,Super built-up  Area,1,3,1330,2,1,92.5
1157,Super built-up  Area,1,5,1937,3,2,160
1158,Super built-up  Area,0,3,1128,2,1,65.49
1159,Super built-up  Area,1,3,1053,2,1,45
1160,Super built-up  Area,0,3,1198,2,1,77
1161,Super built-up  Area,0,3,1152,2,1,56
1163,Super built-up  Area,1,3,1625,2,1,75
1164,Super built-up  Area,1,5,1397,3,3,105
1165,Super built-up  Area,1,5,1523,3,3,170
1166,Super built-up  Area,1,3,883,2,1,45
1167,Super built-up  Area,1,1,700,1,0,38
1168,Super built-up  Area,1,3,1170,2,1,62.5
1169,Super built-up  Area,1,5,1200,2,2,42
1172,Super built-up  Area,1,5,1897,3,2,120
1174,Super built-up  Area,0,5,1875,3,2,110
1176,Super built-up  Area,1,5,3095,3,3,350
1177,Super built-up  Area,1,5,1390,2,1,175
1178,Super built-up  Area,0,5,1445,3,0,65.255
1179,Super built-up  Area,0,1,697,1,0,45
1180,Built-up  Area,1,1,710,1,1,27
1181,Carpet  Area,1,3,910,2,1,30.5
1182,Built-up  Area,1,5,1025,2,1,48
1183,Super built-up  Area,0,3,884,2,0,46.5
1186,Super built-up  Area,1,7,3335,5,2,300
1187,Super built-up  Area,0,3,850,2,0,36.435
1190,Built-up  Area,1,3,1024,2,2,42
1191,Built-up  Area,1,5,1620,3,2,62
1192,Super built-up  Area,1,3,1254,2,2,40
1193,Built-up  Area,1,5,1300,2,2,75
1196,Super built-up  Area,0,5,1510,2,1,105
1197,Super built-up  Area,1,3,950,2,1,65
1198,Super built-up  Area,1,5,1945,3,2,97.42
1199,Super built-up  Area,1,3,1008,2,3,45
1200,Super built-up  Area,1,5,1265,2,1,79
1201,Super built-up  Area,0,5,1255,2,1,77.68
1202,Built-up  Area,0,7,2689,6,2,220
1204,Super built-up  Area,0,5,1403,3,3,51.63
1205,Super built-up  Area,1,5,1535,3,2,85
1207,Super built-up  Area,1,5,1475,2,2,120
1210,Super built-up  Area,1,3,1133,2,2,55
1215,Super built-up  Area,0,5,1697,3,2,94.79
1217,Super built-up  Area,1,5,1560,3,1,188
1218,Super built-up  Area,0,5,1192,2,1,60
1221,Super built-up  Area,1,3,1349,2,2,78
1223,Super built-up  Area,1,5,1680,3,2,120
1226,Built-up  Area,1,3,820,2,0,39
1227,Plot  Area,1,6,5000,4,3,400
1229,Super built-up  Area,1,3,856,2,3,40
1230,Super built-up  Area,0,5,1621,4,0,130
1232,Super built-up  Area,1,5,1484,3,2,52.5
1234,Plot  Area,1,6,14000,3,2,800
1235,Super built-up  Area,1,1,500,1,1,20
1239,Built-up  Area,1,3,550,1,1,16
1240,Built-up  Area,1,5,1384,3,2,62.28
1242,Built-up  Area,1,3,1150,2,1,49
1244,Built-up  Area,1,7,2150,4,1,100
1247,Built-up  Area,1,5,1508,3,2,70.25
1248,Built-up  Area,1,3,1040,2,2,50
1249,Plot  Area,1,2,1240,2,1,60
1250,Super built-up  Area,1,5,1535,3,1,78
1251,Built-up  Area,1,3,1180,2,2,75
1253,Super built-up  Area,1,3,1400,2,2,78
1255,Plot  Area,1,6,4800,4,3,525
1256,Super built-up  Area,1,5,1984,4,1,146
1257,Plot  Area,1,6,3000,5,3,250
1258,Super built-up  Area,1,5,1960,3,3,160
1259,Super built-up  Area,1,3,1035,2,1,45
1261,Built-up  Area,1,5,1700,3,2,115
1262,Super built-up  Area,1,7,3024,5,1,248
1263,Super built-up  Area,0,5,1586,3,1,100
1265,Plot  Area,1,6,2325,4,1,120
1266,Super built-up  Area,1,3,1120,2,2,55
1268,Super built-up  Area,1,3,1128,2,2,59
1270,Super built-up  Area,1,3,924,2,2,65
1271,Super built-up  Area,1,5,1600,3,2,52
1273,Super built-up  Area,1,3,1200,2,2,55
1276,Built-up  Area,1,3,957,2,1,56
1277,Super built-up  Area,1,3,1140,2,2,41
1278,Super built-up  Area,1,3,1050,2,1,67
1280,Super built-up  Area,1,3,1190,2,3,57
1282,Built-up  Area,1,5,1558.67,2,2,65
1284,Super built-up  Area,1,5,1403,2,2,60.81
1285,Super built-up  Area,1,5,1542,2,3,85
1286,Built-up  Area,1,6,2750,4,0,220
1287,Super built-up  Area,1,7,3596,5,1,290
1291,Super built-up  Area,1,5,1596,3,1,105
1292,Super built-up  Area,0,3,1009,2,1,38.34
1293,Super built-up  Area,0,5,1726,3,2,81.99
1294,Super built-up  Area,1,5,1535,3,2,86
1296,Plot  Area,1,6,3100,4,2,465
1298,Super built-up  Area,0,1,665,1,0,50.75
1301,Built-up  Area,1,3,925,2,2,48
1303,Super built-up  Area,1,3,1395,2,1,63.59
1304,Super built-up  Area,1,5,1415,2,1,55
1305,Super built-up  Area,1,5,1419,2,2,59
1306,Super built-up  Area,0,3,1121,2,2,78
1308,Super built-up  Area,0,3,1100,2,1,47
1309,Super built-up  Area,1,5,1606,3,3,89.55
1311,Super built-up  Area,1,5,4634,4,3,1015
1312,Super built-up  Area,1,3,1206,2,3,75
1313,Built-up  Area,1,5,1495,2,0,64
1315,Super built-up  Area,1,3,710,2,2,16
1317,Super built-up  Area,1,5,1523,2,2,53.4
1318,Super built-up  Area,1,3,1232,2,2,45
1319,Super built-up  Area,0,1,680,1,1,44
1320,Super built-up  Area,0,5,1355,3,1,83.87
1321,Super built-up  Area,1,5,1430,2,2,51.46
1323,Super built-up  Area,1,3,1070,2,1,56.1
1327,Super built-up  Area,1,5,1610,3,1,90
1328,Super built-up  Area,1,3,1140,2,2,43
1329,Super built-up  Area,1,3,1143,2,2,38.65
1330,Super built-up  Area,0,7,3467.86,6,3,249
1331,Super built-up  Area,1,5,1530,2,2,74.4
1332,Super built-up  Area,1,3,980,2,2,69
1333,Super built-up  Area,1,5,1485,3,2,65
1334,Plot  Area,0,4,1500,3,1,130
1335,Super built-up  Area,0,3,1280,2,1,75
1336,Super built-up  Area,1,3,1265,2,2,85
1338,Super built-up  Area,1,3,1262,2,2,63
1339,Super built-up  Area,1,3,940,2,1,49
1341,Super built-up  Area,1,5,1300,3,3,150
1343,Built-up  Area,1,3,890,2,2,45
1345,Super built-up  Area,1,5,2060,3,1,149
1346,Super built-up  Area,1,5,1730,3,1,96
1347,Built-up  Area,1,5,2195,4,2,127
1351,Super built-up  Area,0,3,1085,2,1,36
1358,Super built-up  Area,0,5,1639,3,1,98.32
1360,Super built-up  Area,0,5,1739,3,1,116
1362,Super built-up  Area,0,3,935,2,1,32.72
1363,Super built-up  Area,0,0,510,1,1,25.25
1365,Super built-up  Area,1,3,1178,2,3,47
1366,Built-up  Area,1,5,1375,2,1,50
1367,Super built-up  Area,1,5,1065,2,1,33
1373,Super built-up  Area,1,5,1835,2,3,155
1374,Super built-up  Area,0,7,2090,4,0,95.1
1375,Super built-up  Area,1,5,1519,3,1,93
1376,Built-up  Area,1,5,1267,3,2,56
1377,Super built-up  Area,1,3,1150,2,3,72.2
1378,Super built-up  Area,0,3,1146,2,1,70
1380,Built-up  Area,1,5,1550,3,3,65
1381,Built-up  Area,1,3,850,1,1,18.5
1386,Built-up  Area,1,5,1610,3,2,74
1387,Super built-up  Area,1,3,921,2,2,40
1390,Super built-up  Area,1,5,1700,3,3,110
1391,Built-up  Area,1,3,1020,2,2,35
1392,Super built-up  Area,1,3,1090,2,3,52
1395,Super built-up  Area,1,3,1185,2,2,42.1
1396,Super built-up  Area,1,3,850,2,1,25
1397,Built-up  Area,1,3,1197,2,1,84
1398,Super built-up  Area,1,7,3500,3,3,450
1401,Super built-up  Area,1,3,1105,2,1,65
1402,Super built-up  Area,1,5,1850,3,3,100
1403,Super built-up  Area,0,5,1300,3,1,64
1405,Super built-up  Area,0,7,3073,5,2,696
1410,Super built-up  Area,0,3,900,2,1,46
1414,Super built-up  Area,1,5,1654,3,2,100
1417,Built-up  Area,1,3,1367,2,2,62
1418,Super built-up  Area,1,3,1010,2,1,51
1420,Carpet  Area,1,5,1535,3,1,95
1424,Super built-up  Area,0,3,1330,2,1,71
1425,Built-up  Area,1,4,2500,3,2,135
1427,Super built-up  Area,1,5,1410,3,1,65
1429,Super built-up  Area,1,5,1614,3,2,95
1430,Super built-up  Area,1,3,1363,2,2,68
1436,Super built-up  Area,1,3,930,2,1,45
1441,Super built-up  Area,0,5,1890,4,3,127
1442,Super built-up  Area,1,5,2197,4,3,280
1443,Super built-up  Area,1,5,3522,3,2,380
1445,Built-up  Area,1,3,1440,2,2,98
1447,Super built-up  Area,0,1,764,1,1,32
1449,Super built-up  Area,1,5,1693,3,3,57.39
1450,Built-up  Area,1,5,1445,3,2,65
1451,Super built-up  Area,0,3,900,1,0,45
1453,Super built-up  Area,1,5,1381,2,2,52.48
1454,Built-up  Area,1,3,1100,2,1,60
1457,Super built-up  Area,1,3,1200,2,2,43.2
1458,Super built-up  Area,1,3,1080,2,2,80
1461,Super built-up  Area,0,5,1865,3,1,124
1462,Super built-up  Area,0,5,1157,2,1,75
1463,Super built-up  Area,1,3,674,2,1,29
1464,Super built-up  Area,1,5,1405,2,1,78
1465,Super built-up  Area,1,3,1160,2,2,44.08
1467,Super built-up  Area,0,5,1790,3,2,127
1468,Super built-up  Area,0,3,1128,2,1,65.65
1469,Super built-up  Area,1,3,1180,2,1,70
1474,Super built-up  Area,1,3,1125,2,2,40
1475,Super built-up  Area,1,3,1246,2,1,68
1476,Super built-up  Area,1,3,1372,2,1,61
1477,Super built-up  Area,1,5,1330,2,1,56
1478,Super built-up  Area,0,5,2465,5,2,234
1482,Super built-up  Area,1,3,1065,2,1,35
1484,Carpet  Area,0,3,547.34,2,0,42.72
1485,Super built-up  Area,1,3,1050,2,1,45
1487,Built-up  Area,1,3,865,2,0,42
1489,Built-up  Area,1,5,1756,3,3,100
1491,Super built-up  Area,1,1,628,1,1,24
1494,Super built-up  Area,1,5,1765,3,1,125
1496,Super built-up  Area,0,5,1532,3,3,92
1497,Built-up  Area,1,5,1650,3,0,110
1499,Carpet  Area,0,3,804.1,2,1,69.09
1502,Built-up  Area,1,3,1200,2,2,66
1503,Super built-up  Area,1,5,1385,2,2,48.48
1504,Super built-up  Area,1,3,1010,2,3,148
1505,Super built-up  Area,1,5,2225,3,3,115
1506,Super built-up  Area,1,3,1180,2,2,48
1510,Built-up  Area,1,1,400,1,1,14
1511,Super built-up  Area,1,3,1200,2,2,50
1512,Super built-up  Area,0,3,1272,2,1,95.05
1513,Super built-up  Area,1,3,1205,2,1,39
1514,Built-up  Area,1,3,980,2,1,40
1517,Super built-up  Area,1,5,1610,2,2,111
1518,Super built-up  Area,1,3,1694,2,2,125
1520,Super built-up  Area,1,3,950,2,1,39
1521,Super built-up  Area,1,5,1560,2,3,66
1526,Super built-up  Area,1,3,910,2,2,42
1528,Super built-up  Area,1,3,1291,2,3,49
1530,Super built-up  Area,1,3,1012,2,1,66.5
1532,Super built-up  Area,1,3,1282,2,2,72
1533,Super built-up  Area,1,5,1843,3,2,92.15
1535,Built-up  Area,1,8,3356,5,2,105
1536,Super built-up  Area,0,7,2790,5,3,198
1537,Super built-up  Area,1,3,1330,2,1,86.98
1538,Super built-up  Area,1,5,1400,2,1,73
1541,Super built-up  Area,1,3,1297,2,2,103
1542,Super built-up  Area,0,1,580,1,0,17.835
1543,Super built-up  Area,0,5,1490,3,2,100
1544,Super built-up  Area,1,5,1373,3,2,72
1549,Super built-up  Area,1,5,1750,3,2,95
1550,Super built-up  Area,1,3,1052,2,2,50
1555,Super built-up  Area,1,3,1128,2,2,38.24
1557,Super built-up  Area,0,3,1120,2,2,33.6
1560,Super built-up  Area,1,3,1090,2,2,32.69
1563,Super built-up  Area,1,5,1330,2,2,46.55
1564,Super built-up  Area,0,5,1427,2,1,80.63
1566,Built-up  Area,1,5,1580,3,2,75
1568,Plot  Area,1,4,1808,4,2,80.27
1569,Super built-up  Area,1,7,3516,4,3,540
1570,Super built-up  Area,1,3,1194,2,2,47
1571,Super built-up  Area,0,3,900,2,1,46
1573,Super built-up  Area,0,3,900,2,1,46
1579,Super built-up  Area,1,5,1390,3,1,120
1581,Built-up  Area,1,3,845,2,1,33
1582,Super built-up  Area,1,5,1537,3,3,120
1584,Super built-up  Area,0,5,1512,3,2,75.77
1586,Super built-up  Area,1,5,1230,3,3,54
1587,Super built-up  Area,0,5,1378,2,3,42.33
1588,Super built-up  Area,0,3,1277,2,1,61.3
1589,Super built-up  Area,0,5,1985,4,2,189
1591,Super built-up  Area,1,3,1210,2,2,62
1595,Built-up  Area,1,7,3198,4,3,200
1597,Super built-up  Area,1,7,2483,5,2,215
1599,Super built-up  Area,1,7,4111,4,1,310
1600,Super built-up  Area,1,3,975,2,2,37.5
1602,Super built-up  Area,1,5,1690,3,1,125
1603,Super built-up  Area,0,3,1063,2,1,31.89
1606,Built-up  Area,1,5,1600,3,0,80
1608,Super built-up  Area,1,1,520,1,0,19.5
1610,Built-up  Area,1,5,1390,3,2,68
1611,Super built-up  Area,0,3,1185,2,2,40
1612,Super built-up  Area,1,3,1219,2,2,48
1613,Super built-up  Area,0,5,1564,2,1,92
1614,Super built-up  Area,1,7,3425,6,0,228.5
1615,Super built-up  Area,1,3,1100,2,2,37.1
1616,Built-up  Area,1,5,1300,2,0,60
1619,Super built-up  Area,0,5,1482,2,1,92
1620,Plot  Area,0,4,1000,4,3,66
1626,Super built-up  Area,0,5,1469,3,1,89
1629,Super built-up  Area,1,3,1205,2,1,78.5
1631,Super built-up  Area,1,5,1745,3,2,125
1632,Super built-up  Area,1,3,1028,2,1,42
1633,Super built-up  Area,1,5,1700,3,1,180
1634,Super built-up  Area,1,5,1200,2,1,34
1635,Super built-up  Area,1,5,2700,4,1,270
1636,Built-up  Area,1,3,1100,2,2,50
1638,Super built-up  Area,1,3,1269.72,2,2,68
1639,Super built-up  Area,1,3,1266,2,2,59
1640,Super built-up  Area,1,3,1060,2,1,62
1641,Plot  Area,1,4,1168,3,0,70
1642,Super built-up  Area,1,3,1552,2,1,51
1643,Super built-up  Area,0,5,1804,3,0,120
1644,Super built-up  Area,1,1,500,1,1,17
1647,Super built-up  Area,1,3,1300,2,2,65
1648,Built-up  Area,1,3,920,2,2,33
1650,Built-up  Area,1,3,1310,2,1,50
1652,Super built-up  Area,1,5,1515,3,3,93.93
1653,Super built-up  Area,0,3,1157,2,1,53.8
1655,Super built-up  Area,1,7,3000,4,3,160
1658,Super built-up  Area,1,5,1530,2,2,74.39
1659,Super built-up  Area,1,5,2070,3,3,162
1660,Built-up  Area,1,5,1815,3,2,82
1661,Super built-up  Area,1,7,3900,4,3,300
1662,Super built-up  Area,0,3,1000,2,1,28.88
1664,Super built-up  Area,1,3,1232,2,2,89
1665,Super built-up  Area,0,5,1282,3,2,178
1666,Super built-up  Area,1,1,654,1,1,38.4
1668,Super built-up  Area,1,5,1075,2,1,45
1670,Super built-up  Area,1,5,1616,3,1,75
1673,Super built-up  Area,0,5,1306,3,2,54.65
1674,Super built-up  Area,1,5,1626,3,3,89
1676,Super built-up  Area,1,5,1585,3,2,88
1679,Super built-up  Area,1,3,1495,2,2,90
1683,Super built-up  Area,1,7,3630,6,0,224.5
1690,Super built-up  Area,1,5,1645,3,2,100
1691,Super built-up  Area,1,5,1760,3,3,176
1692,Built-up  Area,1,1,595,1,1,42
1693,Plot  Area,1,4,1200,3,1,125
1694,Super built-up  Area,0,7,4000,4,0,314.5
1695,Built-up  Area,1,3,1410,2,3,67
1698,Super built-up  Area,1,3,1300,2,2,60
1699,Built-up  Area,1,5,1890,2,2,85
1700,Super built-up  Area,1,3,1254,2,1,53
1704,Built-up  Area,1,3,1170,2,2,86
1705,Super built-up  Area,0,3,1193,2,1,86
1707,Super built-up  Area,1,5,1678,3,3,70
1708,Built-up  Area,1,5,1600,3,3,75
1709,Super built-up  Area,1,5,1750,3,2,84
1712,Plot  Area,1,4,1500,3,1,95
1713,Built-up  Area,1,5,2800,2,0,200
1715,Built-up  Area,1,3,1000,2,1,50
1717,Built-up  Area,0,5,1320,2,1,38.13
1719,Super built-up  Area,1,7,2422,4,2,160
1720,Built-up  Area,1,3,1100,2,1,50
1721,Built-up  Area,1,3,882,2,1,30
1722,Super built-up  Area,1,3,845,2,1,37
1723,Super built-up  Area,1,3,883,2,1,39
1725,Super built-up  Area,1,5,1595,3,3,88
1726,Built-up  Area,1,3,1280,2,0,85
1728,Super built-up  Area,1,3,920,2,0,35
1729,Super built-up  Area,1,3,1300,2,3,57
1730,Super built-up  Area,1,3,1450,1,0,230
1731,Super built-up  Area,1,5,1757,3,2,132
1736,Super built-up  Area,0,3,1330,2,1,93.36
1737,Super built-up  Area,1,3,1062,2,1,42.47
1738,Built-up  Area,1,3,1078,2,2,45
1739,Super built-up  Area,1,5,1460,2,2,72
1743,Super built-up  Area,0,5,142.61,3,1,115
1745,Plot  Area,1,6,2028,4,3,162
1746,Super built-up  Area,0,3,980,2,1,45.47
1747,Built-up  Area,1,3,1000,2,2,40
1748,Super built-up  Area,1,3,1050,2,1,62
1750,Super built-up  Area,1,5,1875,2,2,150
1755,Built-up  Area,1,5,1725,2,2,100
1757,Super built-up  Area,1,3,1128,2,2,75
1759,Super built-up  Area,1,5,1705,3,1,74.16
1762,Built-up  Area,1,3,1100,2,2,50
1764,Super built-up  Area,0,3,812,2,2,55
1767,Super built-up  Area,1,3,1420,2,2,136
1774,Super built-up  Area,1,5,2800,3,1,330
1776,Carpet  Area,1,5,1650,3,3,175
1777,Built-up  Area,1,3,840,2,2,27
1778,Built-up  Area,1,3,914,2,2,47
1779,Super built-up  Area,0,5,1482,2,2,83.73
1780,Super built-up  Area,0,5,1724,3,2,127
1781,Super built-up  Area,1,5,1670,3,3,91.86
1785,Super built-up  Area,1,3,927,2,2,55
1787,Built-up  Area,0,5,1220,3,1,35.23
1788,Built-up  Area,1,5,1360,2,1,75
1790,Super built-up  Area,1,3,1180,2,2,72
1791,Super built-up  Area,1,5,1697,3,2,108
1793,Super built-up  Area,1,3,1225,2,1,57
1794,Super built-up  Area,1,5,1690,2,2,55
1797,Built-up  Area,1,5,1250,2,1,80
1798,Super built-up  Area,1,1,1050,1,1,44
1800,Super built-up  Area,0,5,1699,3,3,81.94
1801,Built-up  Area,1,3,1205,2,2,58
1805,Super built-up  Area,1,5,1476,3,1,120
1807,Super built-up  Area,1,5,2160,4,2,172
1808,Super built-up  Area,1,3,1296,2,1,75
1810,Super built-up  Area,1,5,1570,3,3,64.5
1811,Super built-up  Area,1,3,1300,2,3,110
1813,Super built-up  Area,1,3,770,1,1,40
1816,Super built-up  Area,1,5,1429,3,3,86
1818,Super built-up  Area,0,3,1035,2,1,41.73
1821,Plot  Area,1,4,1574,3,1,76
1822,Super built-up  Area,1,1,884,2,2,36
1824,Super built-up  Area,0,3,1026,2,1,60.87
1828,Super built-up  Area,0,7,2690,4,3,191
1829,Super built-up  Area,1,3,975,2,1,58
1834,Super built-up  Area,1,5,1700,3,3,135
1835,Super built-up  Area,1,7,3606,4,2,312
1836,Super built-up  Area,1,3,1258,2,2,115
1838,Super built-up  Area,1,7,3630,6,1,195
1839,Built-up  Area,1,5,2000,3,2,250
1840,Super built-up  Area,0,7,2790,4,3,198
1841,Super built-up  Area,0,5,1494,2,2,94.55
1842,Super built-up  Area,0,5,1482,2,1,87
1843,Super built-up  Area,1,3,800,2,3,50
1845,Super built-up  Area,1,3,1100,2,2,71.5
1847,Super built-up  Area,1,3,1225,2,2,150
1850,Built-up  Area,1,3,1180,2,2,50
1851,Super built-up  Area,1,3,1260,2,2,58
1853,Built-up  Area,1,3,1190,2,2,55
1854,Super built-up  Area,1,5,1691,3,2,119
1862,Super built-up  Area,1,3,1250,2,2,65
1865,Built-up  Area,1,3,800,2,2,28
1866,Super built-up  Area,1,3,1020,2,1,58
1872,Built-up  Area,1,5,1510,2,1,75
1874,Super built-up  Area,1,5,1614,3,1,110
1878,Built-up  Area,1,6,1632,3,0,145
1881,Super built-up  Area,0,7,3012,6,2,250
1883,Super built-up  Area,1,5,1450,2,2,135
1884,Super built-up  Area,1,3,1200,2,2,75
1886,Super built-up  Area,1,5,1508,2,1,110
1888,Super built-up  Area,1,3,1188,2,3,73
1889,Super built-up  Area,0,7,2690,4,3,199
1890,Super built-up  Area,1,3,1174,2,1,76
1891,Super built-up  Area,0,5,1350,3,1,58.99
1892,Super built-up  Area,1,5,1870,3,3,185
1893,Super built-up  Area,0,3,1072,2,1,25
1895,Super built-up  Area,0,3,726,2,1,31
1896,Super built-up  Area,1,3,1345,2,2,106
